text,drug1,drug2,ddi,ddi_type
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug1  drug0 ( e.g.  drug2 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antihistamines,phenothiazines,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug1  drug0 ( e.g.  drug0 )  drug2  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antihistamines,benzodiazepines,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug1  drug0 ( e.g.  drug0 )  drug0  drug2  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antihistamines,mao inhibitors,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug1  drug0 ( e.g.  drug0 )  drug0  drug0  drug2 ( e.g.  drug0 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antihistamines,narcotic analgesics,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug1  drug0 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug2 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antihistamines,meperidine,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug1  drug0 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug2 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antihistamines,nitrates,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug1  drug0 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug2  drug0  drug0 drug0  and other drugs having drug0 activity .,antihistamines,nitrites,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug1  drug0 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug2  drug0 drug0  and other drugs having drug0 activity .,antihistamines,sympathomimetic agents,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug1  drug0 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug2  and other drugs having drug0 activity .,antihistamines,tricyclic antidepressants,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug1 ( e.g.  drug2 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antipsychotic agents,phenothiazines,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug1 ( e.g.  drug0 )  drug2  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antipsychotic agents,benzodiazepines,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug1 ( e.g.  drug0 )  drug0  drug2  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antipsychotic agents,mao inhibitors,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug1 ( e.g.  drug0 )  drug0  drug0  drug2 ( e.g.  drug0 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antipsychotic agents,narcotic analgesics,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug1 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug2 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antipsychotic agents,meperidine,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug1 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug2 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,antipsychotic agents,nitrates,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug1 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug2  drug0  drug0 drug0  and other drugs having drug0 activity .,antipsychotic agents,nitrites,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug1 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug2  drug0 drug0  and other drugs having drug0 activity .,antipsychotic agents,sympathomimetic agents,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug1 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug2  and other drugs having drug0 activity .,antipsychotic agents,tricyclic antidepressants,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug1 )  drug2  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,phenothiazines,benzodiazepines,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug1 )  drug0  drug2  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,phenothiazines,mao inhibitors,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug1 )  drug0  drug0  drug2 ( e.g.  drug0 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,phenothiazines,narcotic analgesics,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug1 )  drug0  drug0  narcotic drug0 ( e.g.  drug2 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,phenothiazines,meperidine,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug1 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug2 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,phenothiazines,nitrates,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug1 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug2  drug0  drug0 drug0  and other drugs having drug0 activity .,phenothiazines,nitrites,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug1 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug2  drug0 drug0  and other drugs having drug0 activity .,phenothiazines,sympathomimetic agents,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug1 )  drug0  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug2  and other drugs having drug0 activity .,phenothiazines,tricyclic antidepressants,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug1  drug0  narcotic drug0 ( e.g.  drug2 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,benzodiazepines,meperidine,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug1  drug0  narcotic drug0 ( e.g.  drug0 )  drug2 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,benzodiazepines,nitrates,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug1  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug2  drug0  drug0 drug0  and other drugs having drug0 activity .,benzodiazepines,nitrites,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug1  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug2  drug0 drug0  and other drugs having drug0 activity .,benzodiazepines,sympathomimetic agents,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug1  drug0  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug2  and other drugs having drug0 activity .,benzodiazepines,tricyclic antidepressants,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug1  narcotic drug0 ( e.g.  drug2 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,mao inhibitors,meperidine,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug1  narcotic drug0 ( e.g.  drug0 )  drug2 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,mao inhibitors,nitrates,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug1  narcotic drug0 ( e.g.  drug0 )  drug0 and drug2  drug0  drug0 drug0  and other drugs having drug0 activity .,mao inhibitors,nitrites,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug1  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug2  drug0 drug0  and other drugs having drug0 activity .,mao inhibitors,sympathomimetic agents,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug1  narcotic drug0 ( e.g.  drug0 )  drug0 and drug0  drug0  drug2  and other drugs having drug0 activity .,mao inhibitors,tricyclic antidepressants,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug0  drug1 ( e.g.  drug2 )  drug0 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,narcotic analgesics,meperidine,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug0  drug1 ( e.g.  drug0 )  drug2 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,narcotic analgesics,nitrates,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug0  drug1 ( e.g.  drug0 )  drug0 and drug2  drug0  drug0 drug0  and other drugs having drug0 activity .,narcotic analgesics,nitrites,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug0  drug1 ( e.g.  drug0 )  drug0 and drug0  drug2  drug0 drug0  and other drugs having drug0 activity .,narcotic analgesics,sympathomimetic agents,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug0  drug1 ( e.g.  drug0 )  drug0 and drug0  drug0  drug2  and other drugs having drug0 activity .,narcotic analgesics,tricyclic antidepressants,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug1 )  drug2 and drug0  drug0  drug0 drug0  and other drugs having drug0 activity .,meperidine,nitrates,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug1 )  drug0 and drug2  drug0  drug0 drug0  and other drugs having drug0 activity .,meperidine,nitrites,FALSE,none
the following agents may increase certain actions or side effects of drug0 drugs : drug0  drug0 ( e.g.  drug0 )  drug0  drug0 ( e.g.  drug0 )  drug0  drug0  narcotic drug0 ( e.g.  drug1 )  drug0 and drug0  drug2  drug0 drug0  and other drugs having drug0 activity .,meperidine,sympathomimetic agents,FALSE,none
